gen_data,true_data
โรงพยามาลไพรบึง,โรงพยาบาลไพรบึง
โรงพยาบาลไพศไลี,โรงพยาบาลไพศาลี
โรงพยาบาลเฟิรฬสเวสเทอร์น,โรงพยาบาลเฟิร์สเวสเทอร์น
โรงพยาบาลภัทรธนบีรี,โรงพยาบาลภัทรธนบุรี
โรงพยาบาลภธชี,โรงพยาบาลภาชี
โรงพยฑบาลภูกระดึง,โรงพยาบาลภูกระดึง
โรงพยาบาลภูเขียวเฉลิมพระเ9ียรติ,โรงพยาบาลภูเขียวเฉลิมพระเกียรติ
โรงพยาบฟลภูซาง,โรงพยาบาลภูซาง
โรงพยาบาลภฒผาม่าน,โรงพยาบาลภูผาม่าน
ฯรงพยาบาลภูเพียง,โรงพยาบาลภูเพียง
โรง-ยาบาลภูเวียง,โรงพยาบาลภูเวียง
โรงพยาบาลภูสิฐห์,โรงพยาบาลภูสิงห์
โรงพฅาบาลมงกุฎวัฒนะ,โรงพยาบาลมงกุฎวัฒนะ
โรงพยาบาลมงกุีระยอง,โรงพยาบาลมงกุฏระยอง
โรงพยาบาลมวกเธล็ก,โรงพยาบาลมวกเหล็ก
โรงพยาบาลม่วงสามสิ/,โรงพยาบาลม่วงสามสิบ
โรงพยฅบาลมหาชนะชัย,โรงพยาบาลมหาชนะชัย
โรงพยาบาลมหาๆัย,โรงพยาบาลมหาชัย
ฮรงพยาบาลมหาชัย2,โรงพยาบาลมหาชัย2
โรงพยาบาลมหารฉช,โรงพยาบาลมหาราช
โรงพยาบาลมหาราชนครราชสีฤา,โรงพยาบาลมหาราชนครราชสีมา
โรงฐยาบาลมหาราชนครศรีธรรมราช,โรงพยาบาลมหาราชนครศรีธรรมราช
-รงพยาบาลมหาวชิราลงกรณ ธัญบุรี,โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี
โรงพยานาลมหาวิทยาลัยเทคโนโลยีสุรนารี,โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี
"โรงพยาบาลมหาส""รคาม",โรงพยาบาลมหาสารคาม
โรงพยาบาลมะการักษ6,โรงพยาบาลมะการักษ์
โรงพยาบาลมํขาม,โรงพยาบาลมะขาม
โรงพยาบาลมะฅัง,โรงพยาบาลมะนัง
โรงพยาบาลมะเร็ฯชลบุรี,โรงพยาบาลมะเร็งชลบุรี
โรงพยาบาึมะเร็งลพบุรี,โรงพยาบาลมะเร็งลพบุรี
โรงพยาบาลมะเร็งลำปกง,โรงพยาบาลมะเร็งลำปาง
โรงพยาบาลมะ้ร็งสุราษฎร์ธานี,โรงพยาบาลมะเร็งสุราษฎร์ธานี
"โรงพยาบาลมะ""ร็งอุดรธานี",โรงพยาบาลมะเร็งอุดรธานี
โรฦพยาบาลมะเร็งอุบลราชธานี,โรงพยาบาลมะเร็งอุบลราชธานี
โรงพยาบาล4ัญจาคีรี,โรงพยาบาลมัญจาคีรี
โรงพยาบาลมาบอโมฤต,โรงพยาบาลมาบอำมฤต
โรงพยาบาลมิชชั่-,โรงพยาบาลมิชชั่น
โรงพยาบาลุิชชั่นภูเก็ต,โรงพยาบาลมิชชั่นภูเก็ต
โรงพ&าบาลมุกดาหาร,โรงพยาบาลมุกดาหาร
ฦรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล,โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล
